CGPA,Python_Skill,SQL_Skill,Machine_Learning_Skill,Deep_Learning_Skill,Data_Analysis_Skill,Statistics_Skill,Programming_Skill,DSA_Skill,Web_Development_Skill,Cybersecurity_Skill,Networking_Skill,Linux_Skill,Cloud_Skill,DevOps_Skill,NLP_Skill,Computer_Vision_Skill,OpenCV_Skill,Projects,Internship,Communication_Skill,Problem_Solving_Skill,Job_Role
7.23,4,2,4,5,5,4,1,1,3,2,4,2,4,5,3,5,4,0,1,4,5,Computer Vision Engineer
5.72,4,5,5,4,3,3,4,5,3,2,2,2,5,1,3,5,4,4,0,5,5,Computer Vision Engineer
10.0,4,5,5,4,5,3,2,3,4,5,3,3,5,1,2,5,4,2,1,3,3,Computer Vision Engineer
8.94,4,3,4,4,3,1,5,5,5,3,1,3,5,5,2,4,5,5,1,4,5,Computer Vision Engineer
6.89,5,4,4,5,3,1,3,2,2,4,3,4,1,5,5,5,5,3,0,2,4,Computer Vision Engineer
8.01,5,2,4,5,2,1,2,3,4,5,5,3,2,1,2,5,5,5,1,2,5,Computer Vision Engineer
9.46,4,4,4,5,4,1,1,2,1,5,1,5,2,5,4,4,5,0,0,3,5,Computer Vision Engineer
7.06,4,4,4,5,1,3,4,1,4,4,4,5,5,4,4,5,4,5,0,5,4,Computer Vision Engineer
8.56,4,2,5,4,5,4,3,5,1,2,2,3,3,2,4,5,4,4,0,5,3,Computer Vision Engineer
7.95,4,1,4,5,3,2,4,2,3,5,5,4,4,2,2,4,4,5,0,4,3,Computer Vision Engineer
5.88,4,4,4,4,4,2,3,5,5,5,5,2,3,2,3,5,5,1,1,1,5,Computer Vision Engineer
9.8,5,5,5,4,2,2,4,2,5,3,3,4,4,4,5,4,4,5,1,1,3,Computer Vision Engineer
6.78,4,1,5,5,1,5,4,5,5,5,3,3,5,4,5,5,5,1,1,4,3,Computer Vision Engineer
9.27,5,3,5,4,3,1,3,2,1,3,2,5,1,5,2,4,4,4,1,3,3,Computer Vision Engineer
7.67,4,3,5,4,3,1,3,5,3,3,1,4,4,5,3,4,5,3,0,2,5,Computer Vision Engineer
7.82,4,5,5,4,4,2,2,2,4,4,5,4,3,3,2,4,4,2,0,4,3,Computer Vision Engineer
8.56,4,3,4,5,1,3,4,5,5,1,1,1,3,5,3,5,5,2,1,1,3,Computer Vision Engineer
8.65,4,4,4,4,1,2,3,4,2,2,2,1,4,1,1,4,5,4,1,3,5,Computer Vision Engineer
8.57,5,3,4,5,2,2,1,3,1,3,5,5,3,1,5,4,5,1,1,1,5,Computer Vision Engineer
6.64,5,1,4,4,4,4,4,1,4,1,5,5,1,5,2,4,4,3,1,2,5,Computer Vision Engineer
7.09,5,2,5,5,1,2,1,1,1,3,5,2,3,5,1,4,4,4,1,3,3,Computer Vision Engineer
9.34,4,2,5,4,2,4,2,5,5,5,3,5,3,1,5,4,5,5,1,3,4,Computer Vision Engineer
8.55,4,1,4,5,5,3,5,4,3,2,4,3,5,4,2,5,5,2,0,2,5,Computer Vision Engineer
8.01,4,1,4,4,1,4,3,1,4,3,1,4,5,1,1,5,4,4,1,1,5,Computer Vision Engineer
6.57,4,5,5,5,4,1,2,4,2,1,3,4,1,4,5,5,4,0,0,2,3,Computer Vision Engineer
9.66,4,1,4,4,1,3,4,2,3,2,4,3,5,3,4,4,4,1,0,5,3,Computer Vision Engineer
9.76,4,3,5,5,2,1,3,1,4,2,5,4,5,1,3,4,4,3,0,4,5,Computer Vision Engineer
8.88,5,2,5,5,5,4,2,3,1,4,2,2,2,3,2,4,5,4,1,4,5,Computer Vision Engineer
8.55,5,1,4,5,1,3,2,3,2,5,4,4,3,2,1,4,5,0,1,3,5,Computer Vision Engineer
9.68,4,1,4,5,3,3,2,5,5,4,5,2,4,3,5,5,5,2,0,1,4,Computer Vision Engineer
9.23,5,4,5,5,2,5,5,4,3,5,3,4,1,5,2,4,4,1,0,4,4,Computer Vision Engineer
7.0,4,5,5,4,1,1,5,5,2,1,1,5,3,5,3,5,4,0,0,2,4,Computer Vision Engineer
6.8,4,4,4,5,1,4,5,4,5,2,5,4,4,4,1,4,4,3,1,2,3,Computer Vision Engineer
9.09,5,5,4,5,5,5,2,4,1,1,2,2,5,5,4,5,5,4,0,2,5,Computer Vision Engineer
6.44,4,4,4,5,3,4,3,2,3,1,5,5,4,2,4,4,4,4,0,1,4,Computer Vision Engineer
9.32,4,4,5,4,4,2,3,5,3,1,2,3,5,5,3,4,5,0,1,3,5,Computer Vision Engineer
6.76,4,2,4,4,1,1,1,2,3,1,3,4,3,3,3,4,5,2,1,3,3,Computer Vision Engineer
8.75,5,1,4,5,5,5,2,1,4,2,2,3,4,5,5,4,4,1,0,5,4,Computer Vision Engineer
7.34,4,1,5,4,3,1,5,4,1,4,3,5,3,5,2,5,4,2,0,5,3,Computer Vision Engineer
7.86,5,5,4,5,5,4,5,1,2,4,5,2,5,4,1,5,4,4,1,3,4,Computer Vision Engineer
7.11,5,1,5,5,2,4,2,4,2,5,2,5,1,2,1,5,4,3,1,2,4,Computer Vision Engineer
7.86,5,4,5,5,2,5,4,1,1,1,5,5,4,1,1,5,4,5,0,2,3,Computer Vision Engineer
7.29,4,1,5,4,3,1,3,4,3,1,1,3,1,3,2,5,5,2,1,2,4,Computer Vision Engineer
9.78,4,2,5,5,5,5,2,2,5,2,4,3,5,5,1,5,4,2,0,1,4,Computer Vision Engineer
7.45,5,3,4,5,1,5,5,3,3,1,3,5,1,1,2,4,5,3,0,1,3,Computer Vision Engineer
7.75,5,4,5,5,5,2,5,2,2,4,5,2,4,3,5,5,5,3,1,4,5,Computer Vision Engineer
5.98,5,2,5,5,3,3,4,5,4,4,1,5,2,5,4,4,5,4,0,3,5,Computer Vision Engineer
6.38,4,3,4,4,2,4,4,5,2,3,2,1,5,3,2,5,5,3,0,3,5,Computer Vision Engineer
8.47,4,4,4,4,2,2,5,4,3,5,1,2,2,3,5,5,4,0,1,1,3,Computer Vision Engineer
7.41,5,4,5,4,3,4,2,1,1,4,2,1,5,2,3,4,5,3,1,4,4,Computer Vision Engineer
9.02,5,4,5,5,2,4,1,5,1,3,3,4,1,1,2,5,4,0,0,4,4,Computer Vision Engineer
8.23,5,1,4,4,2,5,2,4,4,5,3,3,4,3,3,4,5,5,1,2,4,Computer Vision Engineer
9.63,5,1,5,4,5,2,5,1,2,3,2,5,5,4,3,4,5,0,1,5,5,Computer Vision Engineer
8.66,5,5,5,5,5,2,5,2,2,4,1,1,3,5,4,4,4,0,0,5,4,Computer Vision Engineer
8.29,4,2,4,4,3,5,1,1,4,5,5,2,3,3,5,4,4,2,0,2,3,Computer Vision Engineer
9.31,5,1,4,5,1,4,2,2,1,4,4,4,1,4,5,5,4,1,0,4,5,Computer Vision Engineer
9.3,5,2,5,5,5,1,5,2,3,2,4,5,3,5,4,5,4,5,1,2,5,Computer Vision Engineer
8.01,4,2,5,5,3,5,1,5,1,4,2,1,3,5,3,4,5,0,1,3,3,Computer Vision Engineer
9.27,4,2,4,4,2,4,2,1,3,5,5,1,3,2,1,4,4,3,0,1,4,Computer Vision Engineer
8.13,5,1,4,5,1,2,5,4,5,5,4,5,1,5,4,5,4,1,1,5,4,Computer Vision Engineer
7.9,4,2,5,5,5,1,1,2,4,5,1,3,2,4,4,5,5,2,0,5,5,Computer Vision Engineer
5.86,5,1,4,4,1,5,2,3,1,1,1,5,2,3,1,4,4,2,0,3,5,Computer Vision Engineer
6.32,5,3,5,4,5,1,3,4,4,1,4,1,5,1,2,5,4,1,0,1,5,Computer Vision Engineer
8.3,5,2,5,5,4,5,2,1,2,4,3,5,1,1,1,5,4,5,1,5,4,Computer Vision Engineer
8.32,5,5,5,5,4,5,3,4,2,5,4,5,5,1,3,4,5,2,1,3,3,Computer Vision Engineer
8.41,5,3,4,5,2,3,3,5,3,5,1,3,4,2,5,4,4,4,1,4,4,Computer Vision Engineer
9.56,5,5,5,4,5,4,5,5,4,1,2,3,5,1,3,5,4,5,1,2,3,Computer Vision Engineer
7.67,5,5,5,4,3,1,1,2,2,1,3,5,3,5,1,4,4,1,1,3,3,Computer Vision Engineer
6.97,5,4,5,5,1,1,5,5,5,3,5,1,1,4,5,4,4,5,1,4,3,Computer Vision Engineer
8.26,4,3,5,5,1,3,5,1,2,3,3,4,4,4,5,4,4,5,0,2,4,Computer Vision Engineer
9.66,4,2,5,4,4,3,3,5,3,3,2,4,1,5,2,5,5,4,0,4,4,Computer Vision Engineer
8.02,4,3,4,5,2,3,1,4,3,5,4,1,4,4,1,5,5,4,1,2,4,Computer Vision Engineer
7.65,4,1,4,5,5,1,1,5,1,5,4,2,2,5,1,5,4,2,0,2,3,Computer Vision Engineer
7.79,4,1,5,4,1,1,3,3,5,2,2,5,4,1,3,4,5,5,0,4,4,Computer Vision Engineer
6.25,5,2,5,4,1,5,4,1,5,5,1,5,1,2,3,4,5,3,1,5,3,Computer Vision Engineer
6.96,4,3,5,5,5,2,2,3,2,3,5,4,5,1,5,4,5,1,0,3,3,Computer Vision Engineer
7.36,5,4,5,4,4,2,5,2,4,2,1,3,2,3,2,4,5,5,1,3,5,Computer Vision Engineer
5.78,5,3,5,4,5,5,2,4,1,3,3,1,1,5,1,4,5,3,1,1,4,Computer Vision Engineer
9.27,4,1,5,5,3,2,1,3,3,5,2,2,1,5,2,5,4,0,1,2,4,Computer Vision Engineer
7.33,5,1,5,4,4,1,2,1,1,3,3,3,5,3,3,4,4,0,1,3,5,Computer Vision Engineer
5.89,4,5,4,4,4,4,4,5,2,4,5,2,1,4,3,5,4,4,0,4,4,Computer Vision Engineer
7.69,4,4,5,4,4,4,5,4,3,1,3,3,5,5,4,4,5,2,1,4,3,Computer Vision Engineer
9.87,4,5,5,5,3,1,2,3,2,3,3,3,1,2,4,5,4,4,1,1,3,Computer Vision Engineer
9.37,4,2,4,4,1,5,5,2,4,4,4,4,3,1,1,5,4,3,0,3,4,Computer Vision Engineer
9.78,5,4,5,4,2,1,4,3,4,1,2,1,3,4,5,4,4,2,1,1,3,Computer Vision Engineer
9.59,4,3,4,4,5,1,4,3,4,3,2,5,1,3,1,4,5,0,1,4,3,Computer Vision Engineer
9.27,4,2,5,4,4,3,3,3,2,2,3,4,1,2,3,4,5,0,1,3,3,Computer Vision Engineer
9.42,4,1,4,4,2,5,1,5,5,5,5,4,1,1,2,4,4,1,1,5,5,Computer Vision Engineer
6.93,4,4,5,4,1,5,2,2,5,3,5,4,2,3,1,4,5,5,1,2,3,Computer Vision Engineer
9.15,4,5,5,5,3,1,5,4,2,5,5,3,3,4,4,4,5,4,0,5,5,Computer Vision Engineer
5.69,4,2,5,5,1,5,3,3,5,1,1,4,2,2,3,4,4,4,0,3,3,Computer Vision Engineer
6.1,4,4,5,4,1,5,1,4,3,3,4,3,5,5,2,5,5,5,0,2,3,Computer Vision Engineer
7.94,5,3,4,5,5,1,1,1,1,2,1,2,4,2,1,5,4,0,0,5,4,Computer Vision Engineer
6.74,4,4,5,4,4,1,1,1,3,1,4,1,1,4,2,4,5,1,1,2,4,Computer Vision Engineer
9.63,5,1,4,5,1,3,4,3,4,3,3,3,1,2,3,5,5,3,1,1,5,Computer Vision Engineer
8.62,4,3,4,5,3,2,3,5,2,2,1,1,4,3,4,5,4,1,1,5,5,Computer Vision Engineer
9.08,5,3,5,4,4,3,4,2,2,4,1,1,4,5,5,4,4,0,0,4,3,Computer Vision Engineer
8.83,4,2,4,4,2,4,1,1,2,4,3,3,1,2,4,4,5,4,0,3,3,Computer Vision Engineer
5.88,4,1,5,4,5,3,2,2,3,3,1,3,5,1,2,5,5,0,0,3,3,Computer Vision Engineer
5.63,5,5,4,5,1,1,2,1,2,2,1,2,5,2,5,4,4,1,0,5,5,Computer Vision Engineer
6.16,4,4,4,4,3,5,3,2,3,4,5,2,2,1,5,5,5,5,0,1,3,Computer Vision Engineer
6.71,4,2,4,5,1,2,1,2,2,1,4,3,3,3,1,5,5,5,1,2,5,Computer Vision Engineer
7.88,5,4,5,5,5,4,1,5,1,3,4,1,5,5,2,4,5,5,1,4,4,Computer Vision Engineer
7.77,4,1,4,4,5,5,3,5,2,3,1,4,3,3,1,5,5,5,0,1,4,Computer Vision Engineer
8.93,5,1,5,5,5,5,2,3,2,2,2,3,2,5,2,5,4,1,1,5,4,Computer Vision Engineer
6.26,4,1,4,4,3,5,2,5,2,5,2,5,2,5,1,5,4,4,0,2,3,Computer Vision Engineer
9.66,4,4,5,5,3,3,3,1,2,5,3,2,4,1,3,4,5,0,1,5,4,Computer Vision Engineer
7.65,5,5,4,4,4,5,5,3,2,5,4,2,5,5,1,4,5,4,0,5,4,Computer Vision Engineer
5.99,4,1,4,4,5,2,4,5,4,3,5,5,2,1,5,5,4,5,1,4,5,Computer Vision Engineer
8.88,4,2,5,5,4,3,2,2,2,3,2,5,4,4,4,5,5,0,0,3,4,Computer Vision Engineer
8.06,5,5,4,5,3,1,2,2,2,3,1,5,3,3,4,5,4,4,0,2,3,Computer Vision Engineer
9.09,5,1,5,4,4,4,2,5,2,5,1,5,5,1,2,5,5,3,1,1,4,Computer Vision Engineer
6.84,4,1,4,5,1,1,4,5,4,5,4,4,2,3,4,5,5,0,0,3,3,Computer Vision Engineer
6.91,4,5,5,5,1,1,2,4,4,2,3,5,2,4,5,4,4,0,1,2,5,Computer Vision Engineer
5.99,5,2,4,4,1,4,2,5,3,3,2,4,5,5,5,5,5,5,0,2,5,Computer Vision Engineer
7.86,4,4,5,4,3,2,4,1,3,4,4,4,2,3,2,1,2,1,0,1,5,Cybersecurity Analyst
5.95,5,5,4,3,2,5,2,2,1,5,5,4,3,1,4,4,3,2,1,1,5,Cybersecurity Analyst
7.41,1,3,3,3,4,5,3,5,4,4,4,5,2,2,4,2,4,1,0,3,4,Cybersecurity Analyst
9.32,5,4,4,3,2,2,1,2,5,4,4,5,2,3,1,3,1,3,1,4,4,Cybersecurity Analyst
9.97,3,3,5,2,3,4,2,3,2,4,5,4,3,2,4,1,1,5,0,1,4,Cybersecurity Analyst
9.7,4,2,2,5,1,5,3,5,3,5,4,5,5,1,5,4,5,1,0,2,5,Cybersecurity Analyst
6.97,1,2,4,3,1,2,3,2,3,4,4,5,2,5,1,1,5,3,0,3,4,Cybersecurity Analyst
9.37,3,2,3,2,4,5,4,1,4,5,5,5,5,5,3,2,1,3,1,3,4,Cybersecurity Analyst
8.72,4,4,5,2,4,2,5,3,2,5,4,5,4,1,5,1,3,0,0,2,5,Cybersecurity Analyst
8.34,3,2,2,2,1,3,2,3,1,4,4,4,1,2,1,3,4,0,0,1,4,Cybersecurity Analyst
9.17,1,5,4,4,2,2,2,5,1,5,4,5,1,3,4,4,1,1,1,3,5,Cybersecurity Analyst
6.98,4,2,2,2,4,4,1,4,3,4,5,5,2,1,3,3,4,0,0,2,4,Cybersecurity Analyst
7.01,1,3,4,1,2,5,5,4,3,5,5,4,2,3,3,5,5,5,1,5,5,Cybersecurity Analyst
9.64,5,4,5,1,5,4,3,4,2,4,5,4,2,5,2,4,1,1,0,5,4,Cybersecurity Analyst
9.26,1,2,3,5,4,3,3,1,1,4,4,4,2,4,4,2,5,1,1,4,4,Cybersecurity Analyst
7.02,2,5,5,3,4,5,3,2,3,5,5,5,5,2,2,4,5,0,1,1,4,Cybersecurity Analyst
8.82,3,5,5,3,2,1,3,1,4,4,5,4,2,4,1,2,2,4,1,4,5,Cybersecurity Analyst
7.11,3,3,4,1,1,5,5,5,1,5,4,4,4,3,1,2,1,0,0,2,4,Cybersecurity Analyst
6.21,4,5,4,4,2,2,5,5,4,5,5,4,3,3,2,1,1,3,0,4,4,Cybersecurity Analyst
9.7,5,4,3,5,4,2,5,5,2,4,5,4,4,3,1,3,3,0,0,4,5,Cybersecurity Analyst
5.95,4,2,2,1,1,2,3,4,2,4,4,5,4,5,2,5,1,1,1,4,5,Cybersecurity Analyst
9.46,1,5,4,5,5,2,2,2,3,5,4,5,4,2,5,1,5,4,1,5,4,Cybersecurity Analyst
8.39,4,1,2,1,4,4,5,4,2,5,4,5,2,3,5,3,1,2,1,4,5,Cybersecurity Analyst
7.46,4,1,2,3,4,4,1,1,1,4,5,4,5,5,4,1,2,1,1,5,5,Cybersecurity Analyst
6.73,4,1,3,5,1,2,4,4,1,5,5,5,4,4,5,4,5,3,1,4,5,Cybersecurity Analyst
8.54,3,5,4,5,2,3,3,5,5,4,5,5,1,3,4,2,1,2,1,4,4,Cybersecurity Analyst
9.97,4,2,3,4,5,4,1,4,4,4,5,5,4,4,3,2,4,5,0,1,4,Cybersecurity Analyst
8.58,4,5,1,5,2,5,5,3,2,5,5,4,2,3,4,5,4,3,1,4,5,Cybersecurity Analyst
8.51,4,5,3,1,4,1,1,3,5,5,5,4,4,5,3,3,4,1,1,3,4,Cybersecurity Analyst
7.36,1,2,3,4,5,3,2,1,5,4,5,4,5,4,3,1,5,5,0,5,4,Cybersecurity Analyst
6.4,2,5,5,1,3,5,2,4,3,4,4,5,4,2,4,3,2,1,0,4,5,Cybersecurity Analyst
5.86,5,1,4,3,1,2,1,1,5,5,5,5,5,1,4,5,1,3,0,4,5,Cybersecurity Analyst
8.31,3,2,3,5,4,1,4,5,1,5,5,5,5,5,4,3,3,4,1,1,4,Cybersecurity Analyst
7.87,2,1,4,2,1,1,2,2,5,5,5,5,3,5,2,5,4,0,1,1,5,Cybersecurity Analyst
7.28,5,1,5,4,2,1,1,4,4,5,4,4,2,4,3,4,4,5,0,1,5,Cybersecurity Analyst
9.25,5,3,4,4,1,3,5,1,3,4,4,4,2,2,1,1,3,0,0,4,5,Cybersecurity Analyst
9.71,2,3,1,1,1,5,2,3,4,5,4,5,4,3,3,2,2,1,1,5,4,Cybersecurity Analyst
8.03,2,2,2,4,3,1,2,3,5,5,5,4,3,5,1,5,5,4,0,5,4,Cybersecurity Analyst
9.08,3,4,3,3,2,1,3,3,4,5,4,4,1,1,3,4,3,5,0,2,5,Cybersecurity Analyst
7.17,3,2,4,1,2,3,4,1,4,5,4,4,3,2,5,5,4,4,1,5,5,Cybersecurity Analyst
6.77,5,1,1,3,1,3,5,3,1,4,4,5,5,4,5,5,5,5,0,1,4,Cybersecurity Analyst
6.76,5,3,2,5,5,4,4,4,3,4,5,4,5,5,5,4,5,1,1,5,4,Cybersecurity Analyst
7.76,1,2,1,5,3,4,1,4,4,4,5,5,2,5,3,4,1,2,1,2,4,Cybersecurity Analyst
5.77,2,4,3,1,5,3,4,4,4,4,4,5,2,2,2,5,3,0,1,1,4,Cybersecurity Analyst
8.19,4,4,2,5,5,1,4,2,1,4,5,4,3,4,4,2,3,4,1,2,4,Cybersecurity Analyst
6.95,4,4,5,5,2,4,5,1,5,4,5,4,1,2,3,1,3,4,1,3,4,Cybersecurity Analyst
6.99,5,4,2,3,2,1,2,2,5,4,4,5,1,3,4,5,2,4,1,5,5,Cybersecurity Analyst
6.33,2,1,1,4,4,1,4,2,1,5,5,5,5,1,3,1,3,2,0,5,4,Cybersecurity Analyst
8.9,4,5,1,5,4,3,1,5,5,5,5,4,3,2,5,3,5,1,1,5,5,Cybersecurity Analyst
6.11,5,4,2,5,1,5,5,5,2,5,4,5,4,1,2,3,2,5,1,1,4,Cybersecurity Analyst
5.97,3,5,2,1,3,4,3,1,3,5,4,4,1,1,4,3,3,2,1,4,4,Cybersecurity Analyst
9.42,1,1,2,2,2,1,5,5,4,5,5,4,2,4,4,1,2,2,1,3,5,Cybersecurity Analyst
7.42,4,2,2,5,3,1,4,5,3,4,4,5,1,2,2,1,2,0,0,3,5,Cybersecurity Analyst
5.75,2,2,5,2,2,4,1,3,5,4,5,5,5,4,4,4,1,4,0,5,5,Cybersecurity Analyst
7.7,4,3,4,3,2,3,1,3,2,5,4,5,1,3,5,2,3,0,1,1,4,Cybersecurity Analyst
6.14,1,3,4,3,2,1,1,1,3,5,5,4,3,2,5,5,1,4,0,4,4,Cybersecurity Analyst
9.36,3,3,5,3,5,1,5,4,2,5,5,4,2,4,2,5,2,3,1,2,4,Cybersecurity Analyst
9.5,1,3,3,4,3,1,3,3,1,5,4,5,3,3,1,1,4,1,1,5,5,Cybersecurity Analyst
9.45,4,4,1,2,1,2,1,1,4,5,5,4,4,4,1,3,4,2,1,3,5,Cybersecurity Analyst
8.59,1,4,5,1,2,1,5,5,1,5,5,5,3,3,4,3,4,2,1,4,5,Cybersecurity Analyst
5.71,1,5,4,4,3,5,1,5,5,4,5,4,3,1,1,4,4,2,1,5,4,Cybersecurity Analyst
7.63,2,4,3,2,2,1,4,2,4,5,4,4,3,1,4,1,2,4,1,5,4,Cybersecurity Analyst
7.35,1,1,2,1,3,4,4,1,2,4,4,4,5,4,4,5,2,3,0,1,5,Cybersecurity Analyst
6.73,2,4,1,4,1,1,4,4,1,4,5,5,3,1,3,3,1,3,1,2,4,Cybersecurity Analyst
9.29,1,4,5,5,1,5,1,1,5,5,4,4,4,4,5,4,5,0,0,1,5,Cybersecurity Analyst
8.58,1,3,5,1,1,4,4,5,1,5,5,5,3,2,5,4,2,0,0,3,5,Cybersecurity Analyst
6.97,4,1,4,3,5,1,1,3,4,5,5,4,1,4,2,5,5,2,1,3,4,Cybersecurity Analyst
8.29,3,1,1,2,3,5,2,4,3,4,4,5,3,4,4,5,4,0,0,4,4,Cybersecurity Analyst
9.91,2,5,4,4,5,3,2,2,4,5,4,4,2,1,2,5,2,3,1,4,5,Cybersecurity Analyst
7.82,1,1,4,4,3,5,3,5,5,5,5,4,5,1,3,5,2,2,1,3,5,Cybersecurity Analyst
8.66,5,5,4,1,5,5,1,1,2,5,4,4,1,3,3,3,1,5,0,1,4,Cybersecurity Analyst
9.16,3,5,4,3,2,1,1,2,3,5,4,4,1,2,5,3,4,1,0,2,5,Cybersecurity Analyst
7.0,2,5,1,4,2,4,2,4,1,4,5,4,3,2,5,2,2,4,1,5,5,Cybersecurity Analyst
9.51,4,2,5,1,4,2,2,4,4,4,4,4,5,3,3,3,2,1,1,5,4,Cybersecurity Analyst
6.01,2,4,4,4,2,4,2,4,2,4,4,5,3,3,4,3,3,1,1,2,5,Cybersecurity Analyst
6.61,1,5,1,3,1,3,5,5,4,4,5,5,2,2,2,5,1,1,1,4,5,Cybersecurity Analyst
7.68,1,4,5,4,1,1,3,4,4,4,4,5,5,5,1,3,3,0,0,4,4,Cybersecurity Analyst
9.33,5,3,1,3,5,5,2,5,3,4,5,5,3,5,4,1,3,2,0,5,5,Cybersecurity Analyst
9.54,2,1,4,1,5,3,3,3,2,4,4,4,5,4,3,5,2,4,1,1,5,Cybersecurity Analyst
5.95,2,3,2,3,1,3,4,5,3,4,4,5,5,4,4,1,4,3,0,4,4,Cybersecurity Analyst
7.06,5,2,5,5,4,5,4,1,4,5,5,5,1,4,3,4,1,2,0,4,4,Cybersecurity Analyst
6.15,3,3,2,1,3,2,4,3,5,4,5,5,2,1,1,4,4,1,1,1,5,Cybersecurity Analyst
7.29,5,5,5,5,5,4,5,5,3,4,4,4,5,1,5,5,3,0,1,5,5,Cybersecurity Analyst
6.73,3,5,5,5,5,5,4,1,2,4,5,5,4,4,1,2,3,1,1,2,4,Cybersecurity Analyst
6.29,2,1,1,2,3,4,1,3,2,4,5,5,5,3,1,1,1,4,1,4,5,Cybersecurity Analyst
6.63,3,5,4,1,2,5,1,2,1,4,4,4,2,1,4,2,2,5,1,2,5,Cybersecurity Analyst
7.82,1,5,1,4,1,1,1,1,5,4,4,5,4,1,5,4,3,4,1,3,4,Cybersecurity Analyst
5.59,4,2,2,4,3,3,1,2,2,5,5,5,4,3,4,1,4,0,1,3,4,Cybersecurity Analyst
9.65,4,3,5,3,4,3,5,3,1,4,5,5,5,5,5,5,2,0,0,5,4,Cybersecurity Analyst
9.28,4,5,2,2,3,2,4,5,1,5,5,4,2,1,1,2,5,0,0,3,5,Cybersecurity Analyst
9.25,1,4,5,3,3,3,5,2,2,5,5,4,4,2,1,3,4,2,1,1,4,Cybersecurity Analyst
9.57,5,3,5,2,2,3,4,4,1,4,4,4,3,1,2,1,2,2,0,5,4,Cybersecurity Analyst
7.06,5,1,1,4,4,4,3,5,5,4,4,5,3,4,3,4,4,3,1,2,4,Cybersecurity Analyst
7.29,5,1,1,3,2,3,3,3,2,5,5,4,4,5,5,1,5,5,0,4,4,Cybersecurity Analyst
9.93,1,1,1,4,4,5,3,5,1,5,4,4,2,4,4,1,1,5,1,5,4,Cybersecurity Analyst
6.83,5,5,1,4,5,2,1,3,3,4,4,4,4,2,3,2,3,5,1,1,4,Cybersecurity Analyst
5.91,1,1,3,5,1,3,4,1,1,5,5,4,2,5,1,2,3,2,0,4,4,Cybersecurity Analyst
9.74,5,3,5,4,5,2,1,2,1,4,4,4,5,2,1,2,5,4,1,5,5,Cybersecurity Analyst
5.79,3,3,1,3,3,5,5,5,3,5,5,5,5,5,1,4,4,2,1,3,4,Cybersecurity Analyst
9.99,1,3,1,3,1,3,3,5,3,5,4,4,1,5,5,3,5,5,0,5,4,Cybersecurity Analyst
5.89,4,3,5,3,1,5,5,5,4,5,4,4,1,1,3,3,4,2,0,5,4,Cybersecurity Analyst
9.53,2,2,1,1,3,1,1,1,3,4,5,4,5,1,3,3,4,0,1,2,4,Cybersecurity Analyst
5.6,3,2,2,4,1,2,1,5,3,5,4,4,4,3,2,5,5,1,0,2,5,Cybersecurity Analyst
8.34,1,3,5,2,2,4,3,5,3,5,5,4,3,3,1,4,2,0,0,2,4,Cybersecurity Analyst
9.68,1,5,1,4,5,2,5,4,4,5,5,4,2,2,3,4,2,1,0,4,4,Cybersecurity Analyst
8.72,4,3,5,2,5,3,5,4,2,5,4,4,3,3,2,5,5,0,1,2,4,Cybersecurity Analyst
8.0,4,5,1,2,5,5,4,3,3,4,4,5,5,4,5,5,5,1,1,1,5,Cybersecurity Analyst
5.72,5,1,5,5,2,1,1,2,2,5,5,5,2,1,4,4,3,1,1,2,5,Cybersecurity Analyst
7.07,1,2,5,2,3,1,2,4,4,4,4,4,3,5,2,3,5,5,1,1,5,Cybersecurity Analyst
7.06,4,3,5,1,1,5,3,4,5,4,4,4,4,2,5,4,2,2,1,1,4,Cybersecurity Analyst
8.41,5,3,5,2,1,5,3,1,1,5,4,4,3,4,2,2,1,4,0,4,5,Cybersecurity Analyst
5.95,3,2,1,3,1,3,3,4,5,4,4,5,5,2,1,2,3,3,1,4,5,Cybersecurity Analyst
6.08,5,4,2,4,4,2,3,4,1,4,4,5,4,3,3,5,5,1,0,5,4,Cybersecurity Analyst
8.56,3,1,3,5,3,1,4,5,4,4,5,5,2,2,2,1,4,0,0,2,4,Cybersecurity Analyst
7.77,5,4,3,1,4,4,5,2,1,5,5,4,4,5,2,4,4,2,1,5,5,Cybersecurity Analyst
7.19,4,5,3,1,1,3,5,1,1,5,5,5,4,2,1,2,1,0,1,2,4,Cybersecurity Analyst
9.76,1,2,1,5,1,4,1,5,2,4,4,5,3,2,2,2,5,1,1,3,5,Cybersecurity Analyst
7.37,3,2,3,3,1,4,5,4,3,5,5,4,2,1,5,2,5,0,0,1,5,Cybersecurity Analyst
7.9,4,4,5,2,1,3,2,4,4,4,5,5,1,4,5,4,5,5,1,2,5,Cybersecurity Analyst
9.4,4,5,4,1,1,2,1,5,1,5,4,4,3,3,4,2,2,0,1,1,5,Cybersecurity Analyst
6.44,5,1,3,2,1,3,3,4,2,5,4,4,5,3,3,5,5,1,0,2,5,Cybersecurity Analyst
5.8,1,4,1,4,4,4,5,4,5,5,4,5,1,3,3,2,5,0,0,2,4,Cybersecurity Analyst
8.65,5,1,3,1,1,1,3,4,2,5,4,5,5,4,4,3,1,0,0,3,5,Cybersecurity Analyst
9.24,2,3,1,3,3,2,2,2,5,5,5,4,2,3,1,2,3,5,1,3,4,Cybersecurity Analyst
